,paper_id,author_name,author_affiliation,authorId,author_precedence,affiliation_type
53,11cb0e65ffcf35b0a5c90b19e96d6b4364a40a83,Amit Singh,,2116287815,0,
54,fc8967e134e2caa4da124f2eb34820b06d31057d,E. Woods,,145821857,0,
55,fc8967e134e2caa4da124f2eb34820b06d31057d,R. Bashroush,,2206089,1,
56,6658bbf68995731b2083195054ff45b4eca38b3a,George E. Dahl,,35188630,0,
57,6658bbf68995731b2083195054ff45b4eca38b3a,Dong Yu,,144580027,1,
58,6658bbf68995731b2083195054ff45b4eca38b3a,L. Deng,,144718788,2,
59,6658bbf68995731b2083195054ff45b4eca38b3a,A. Acero,,1723644,3,
60,86d4b2887d6834058865826231152adcae3380fc,Ciprian Chelba,,1802969,0,
61,86d4b2887d6834058865826231152adcae3380fc,D. Bikel,,2023469,1,
62,86d4b2887d6834058865826231152adcae3380fc,Maria Shugrina,,2854827,2,
63,86d4b2887d6834058865826231152adcae3380fc,P. Nguyen,,14902530,3,
64,86d4b2887d6834058865826231152adcae3380fc,Shankar Kumar,,2109681515,4,
65,9b96a0c9dff57484cc2b5b3a0a394ea20c9d669b,Adam Pauls,,13461242,0,
66,9b96a0c9dff57484cc2b5b3a0a394ea20c9d669b,D. Klein,,38666915,1,
67,d699c23561aba087a039adef638b9fdc4974c99b,H. Kuo,,145395455,0,
68,d699c23561aba087a039adef638b9fdc4974c99b,E. Arisoy,,3122752,1,
69,d699c23561aba087a039adef638b9fdc4974c99b,Ahmad Emami,,35797272,2,
70,d699c23561aba087a039adef638b9fdc4974c99b,Paul Vozila,,1752755,3,
71,8307d5ba62e1a10c8047d7592685fe225bf93c56,U. Knoch,,11753181,0,
72,19449e08ec740b2fd944960f85b12e7cf423aa06,Euisok Chung,,2801379,0,
73,19449e08ec740b2fd944960f85b12e7cf423aa06,Hyung-Bae Jeon,,2067116,1,
74,19449e08ec740b2fd944960f85b12e7cf423aa06,J. Park,,1923028,2,
75,19449e08ec740b2fd944960f85b12e7cf423aa06,Yunkeun Lee,,3206674,3,
76,6226e7dcee9e050face0caf852de37a9c2937812,Aline Villavicencio,"University of Sheffield, Federal University of Rio Grande do Sul",145585242,0,Academic
77,6226e7dcee9e050face0caf852de37a9c2937812,Beracah Yankama,,3065909,1,
78,6226e7dcee9e050face0caf852de37a9c2937812,M. Idiart,,143974276,2,
79,6226e7dcee9e050face0caf852de37a9c2937812,R. Berwick,,3086368,3,
80,2c898abb4d7f1c1793f99632396afd9f3d149ae2,S. Nakagawa,,144635215,0,
81,2c898abb4d7f1c1793f99632396afd9f3d149ae2,Erdenebat Turmunkh,,2001493,1,
82,2c898abb4d7f1c1793f99632396afd9f3d149ae2,Hiroshi Kibishi,,2749945,2,
83,2c898abb4d7f1c1793f99632396afd9f3d149ae2,Kengo Ohta,,1557399734,3,
84,2c898abb4d7f1c1793f99632396afd9f3d149ae2,Yasuhisa Fujii,Google,1851865,4,For-profit corporation
85,2c898abb4d7f1c1793f99632396afd9f3d149ae2,M. Tsuchiya,,1726728,5,
86,2c898abb4d7f1c1793f99632396afd9f3d149ae2,Kazumasa Yamamoto,,1791959,6,
87,09bf23774d1256f0f197267389fcb11678852b10,Miloš Gligorić,,2020926,0,
88,09bf23774d1256f0f197267389fcb11678852b10,P. Mehlitz,,1915965,1,
89,09bf23774d1256f0f197267389fcb11678852b10,D. Marinov,,1718171,2,
90,e66869e7e045eefa34dd8f8021304b1904f452b5,Kun Liu,,2118800457,0,
91,e66869e7e045eefa34dd8f8021304b1904f452b5,Wu-Jun Li,,2108767973,1,
92,e66869e7e045eefa34dd8f8021304b1904f452b5,M. Guo,,1697293,2,
93,d20744d41de25c3181f3b3fcb749531a6ec9e76d,Sandra Kübler,Indiana University,1804668,0,Academic
94,d20744d41de25c3181f3b3fcb749531a6ec9e76d,Paul Rodrigues,,144624136,1,
95,c9a67183edd5b42d0a24e29cfa7825c3d41faa13,Andrew Cowell,,36076571,0,
96,84c7750aebbb200ce34986ac0037dceef7c553bf,A. Cowe,,1413344600,0,
97,98079f7e94f8988527ee239c27d4e4d02603feed,Mohammad Hoseyn Sheykholeslam,,2476494,0,
98,98079f7e94f8988527ee239c27d4e4d02603feed,B. Minaei-Bidgoli,,1403320509,1,
99,98079f7e94f8988527ee239c27d4e4d02603feed,Hossein Juzi,,1409254152,2,
100,a2cbe7f0b00f4d6111321fcfa9babf288cdc557b,S. Sakr,,1783693,0,
101,a2cbe7f0b00f4d6111321fcfa9babf288cdc557b,S. Elnikety,,1767761,1,
102,a2cbe7f0b00f4d6111321fcfa9babf288cdc557b,Yuxiong He,,2145020341,2,
103,d2b62f77cb2864e465aa60bca6c26bb1d2f84963,Abdel-rahman Mohamed,,40360972,0,
104,d2b62f77cb2864e465aa60bca6c26bb1d2f84963,George E. Dahl,,35188630,1,
105,d2b62f77cb2864e465aa60bca6c26bb1d2f84963,Geoffrey E. Hinton,,1695689,2,
106,0b74967b1a4b33db3314b4eb2c9054412517dd04,Sungrack Yun,,3057834,0,
107,0b74967b1a4b33db3314b4eb2c9054412517dd04,C. Yoo,,145954697,1,
108,687bcb5f1360bdff86a922e1b32e87be3073a132,Muhetaer Shadike,,2265450,0,
109,687bcb5f1360bdff86a922e1b32e87be3073a132,Li Xiao,,2149552158,1,
110,687bcb5f1360bdff86a922e1b32e87be3073a132,Buheliqiguli Wasili,,2210015,2,
111,accfea79696eac40bb01de29e8564d21143afedf,A. L. Ramos,,30186271,0,
112,accfea79696eac40bb01de29e8564d21143afedf,J. Ferreira,,3118653,1,
113,accfea79696eac40bb01de29e8564d21143afedf,J. Barceló,,144736356,2,
114,02acd9c204a2f21087b1ea268aca3a90eb885c74,Vasily Tarasov,,145876520,0,
115,02acd9c204a2f21087b1ea268aca3a90eb885c74,Santhosh Kumar,,2109675211,1,
116,02acd9c204a2f21087b1ea268aca3a90eb885c74,Jack P. K. Ma,,153155825,2,
117,02acd9c204a2f21087b1ea268aca3a90eb885c74,Dean Hildebrand,,144923248,3,
118,02acd9c204a2f21087b1ea268aca3a90eb885c74,A. Povzner,,2663063,4,
119,02acd9c204a2f21087b1ea268aca3a90eb885c74,G. Kuenning,,1738042,5,
120,02acd9c204a2f21087b1ea268aca3a90eb885c74,E. Zadok,,1708491,6,
121,dab11c890b9924c8bfcb09bf8a9b1fbd1e2bbffc,G. Cugola,,3292643,0,
122,dab11c890b9924c8bfcb09bf8a9b1fbd1e2bbffc,A. Margara,,2866882,1,
123,aa5348f348163508a76f2777a30d7aa7aa45a566,Marc Ferras,,1688948,0,
124,aa5348f348163508a76f2777a30d7aa7aa45a566,Herve Boudard,,1987763,1,
125,6f61eb607bb7ececd58f1048e106ffb93ed49841,R. Slama,,70898513,0,
126,e8a184e76d6476ecc27857b1c1b280af5628d0ae,Eng-Jon Ong,,143894891,0,
127,e8a184e76d6476ecc27857b1c1b280af5628d0ae,H. Cooper,,2056025532,1,
128,e8a184e76d6476ecc27857b1c1b280af5628d0ae,N. Pugeault,,3251678,2,
129,e8a184e76d6476ecc27857b1c1b280af5628d0ae,R. Bowden,,145398628,3,
130,3ce93a191810a78df224ec060040857b18ed85ad,Jungsuk Kim,,2116298763,0,
131,3ce93a191810a78df224ec060040857b18ed85ad,J. Chong,,3185853,1,
132,3ce93a191810a78df224ec060040857b18ed85ad,I. Lane,,1765892,2,
133,ab40152ff86531dd7c6e3e24ed87d49987bb283b,T. Lecomte,,1712216225,0,
134,ab40152ff86531dd7c6e3e24ed87d49987bb283b,L. Burdy,,1864167,1,
135,ab40152ff86531dd7c6e3e24ed87d49987bb283b,M. Leuschel,,1729481,2,
136,7ec3a89dc9b2f51c5224eb020e86c86c8498da00,G. Zweig,,1681543,0,
137,7ec3a89dc9b2f51c5224eb020e86c86c8498da00,C. Burges,,2676309,1,
138,f8b345f1203f153087fe23b56afad286dccb8da4,Yuhong Guo,,1798719,0,
139,f8b345f1203f153087fe23b56afad286dccb8da4,Min Xiao,,2099594128,1,
140,994203937b838e97da0a0b4d3b8c64d731bf82a5,Dennis Wagelaar,,1682304,0,
141,994203937b838e97da0a0b4d3b8c64d731bf82a5,Ludovico Iovino,,2012039,1,
142,994203937b838e97da0a0b4d3b8c64d731bf82a5,D. D. Ruscio,,2133181,2,
143,994203937b838e97da0a0b4d3b8c64d731bf82a5,A. Pierantonio,,1929185,3,
144,94e03e344dd1e71cc1dcdb25fc3fa26349b62e85,Ena Harrop,,116594152,0,
145,5cbd361d3a18d949c5cdd43c99a8513bf449a655,Parth Gupta,,40243462,0,
146,5cbd361d3a18d949c5cdd43c99a8513bf449a655,Alberto Barrón-Cedeño,,1397442049,1,
147,5cbd361d3a18d949c5cdd43c99a8513bf449a655,Paolo Rosso,,143752702,2,
148,0ce317d84086b8885ddbc7923ec00bedb64ab6dc,H. Le,,2784529,0,
149,0ce317d84086b8885ddbc7923ec00bedb64ab6dc,A. Allauzen,,2311059,1,
150,0ce317d84086b8885ddbc7923ec00bedb64ab6dc,François Yvon,"LIMSI, CNRS",1846431,2,Undetermined
151,08fa1ef47d896d49b687e08f4d06ceea4950dc5f,Youngki Lee,,2311745,0,
152,08fa1ef47d896d49b687e08f4d06ceea4950dc5f,Sang Jeong Lee,,2152573759,1,
153,08fa1ef47d896d49b687e08f4d06ceea4950dc5f,Byoungjip Kim,,3132555,2,
154,08fa1ef47d896d49b687e08f4d06ceea4950dc5f,Jungwoo Kim,,2157119727,3,
155,08fa1ef47d896d49b687e08f4d06ceea4950dc5f,Yunseok Rhee,,2288877,4,
156,08fa1ef47d896d49b687e08f4d06ceea4950dc5f,Junehwa Song,,1789470,5,
157,6ffd756dc4d11cefd0007b994ce49fc3012d20e8,Meifen Wei,,38673460,0,
158,6ffd756dc4d11cefd0007b994ce49fc3012d20e8,Kenneth T. Wang,,35687165,1,
159,6ffd756dc4d11cefd0007b994ce49fc3012d20e8,Tsun-Yao Ku,,3774994,2,
160,b356cc74dfdfd19c29bfecba29f8ddb0ba9a4c40,Olivier Boudeville,,2672960,0,
161,b356cc74dfdfd19c29bfecba29f8ddb0ba9a4c40,Francesco Cesarini,,38412945,1,
162,b356cc74dfdfd19c29bfecba29f8ddb0ba9a4c40,Natalia Chechina,,2777818,2,
163,b356cc74dfdfd19c29bfecba29f8ddb0ba9a4c40,Kenneth Lundin,,24932494,3,
164,b356cc74dfdfd19c29bfecba29f8ddb0ba9a4c40,N. Papaspyrou,,1864987,4,
165,b356cc74dfdfd19c29bfecba29f8ddb0ba9a4c40,Konstantinos Sagonas,,1748894,5,
166,b356cc74dfdfd19c29bfecba29f8ddb0ba9a4c40,S. Thompson,,40337951,6,
167,b356cc74dfdfd19c29bfecba29f8ddb0ba9a4c40,P. Trinder,,2933321,7,
168,b356cc74dfdfd19c29bfecba29f8ddb0ba9a4c40,Ulf T. Wiger,,2889420,8,
169,beb1babfdac84ef280b40245ea6195890235c13d,D. W. Halwachs,,73660726,0,
170,beb1226c89615d2b092b9230c4df5c496a2a76eb,Wenliang Chen,,2463750,0,
171,beb1226c89615d2b092b9230c4df5c496a2a76eb,Min Zhang,,5432151,1,
172,beb1226c89615d2b092b9230c4df5c496a2a76eb,Haizhou Li,National University of Singapore,1711271,2,Academic
173,4db047c54882e4585d8260c5f626b540b6a246ae,J. Kepner,,3257323,0,
174,4db047c54882e4585d8260c5f626b540b6a246ae,W. Arcand,,3302251,1,
175,4db047c54882e4585d8260c5f626b540b6a246ae,William Bergeron,,66489687,2,
176,4db047c54882e4585d8260c5f626b540b6a246ae,N. Bliss,,1729893,3,
177,4db047c54882e4585d8260c5f626b540b6a246ae,R. Bond,,144571692,4,
178,4db047c54882e4585d8260c5f626b540b6a246ae,C. Byun,,2098646,5,
179,4db047c54882e4585d8260c5f626b540b6a246ae,G. Condon,,40524801,6,
180,4db047c54882e4585d8260c5f626b540b6a246ae,Kenneth Gregson,,2996980,7,
181,4db047c54882e4585d8260c5f626b540b6a246ae,M. Hubbell,,145238688,8,
182,4db047c54882e4585d8260c5f626b540b6a246ae,J. Kurz,,32831128,9,
183,4db047c54882e4585d8260c5f626b540b6a246ae,A. McCabe,,2069799285,10,
184,4db047c54882e4585d8260c5f626b540b6a246ae,P. Michaleas,,1684116,11,
185,4db047c54882e4585d8260c5f626b540b6a246ae,Andrew Prout,,2417672,12,
186,4db047c54882e4585d8260c5f626b540b6a246ae,A. Reuther,,2097629,13,
187,4db047c54882e4585d8260c5f626b540b6a246ae,Antonio Rosa,,144557576,14,
188,4db047c54882e4585d8260c5f626b540b6a246ae,Charles Yee,,145378881,15,
189,317cde2189509f8fd314304aa2f821f1b62ff81f,C. L. Teo,,1756655,0,
190,317cde2189509f8fd314304aa2f821f1b62ff81f,Yezhou Yang,Arizona State University,7607499,1,Academic
191,317cde2189509f8fd314304aa2f821f1b62ff81f,Hal Daumé,,1722360,2,
192,317cde2189509f8fd314304aa2f821f1b62ff81f,C. Fermüller,,1759899,3,
193,317cde2189509f8fd314304aa2f821f1b62ff81f,Y. Aloimonos,,1697493,4,
194,af7a442723b5c1a0becc1bd496b6382506c2026a,Xinfan Meng,,2856140,0,
195,af7a442723b5c1a0becc1bd496b6382506c2026a,Furu Wei,Microsoft Research,49807919,1,For-profit corporation
196,af7a442723b5c1a0becc1bd496b6382506c2026a,Xiaohua Liu,,2110998009,2,
197,af7a442723b5c1a0becc1bd496b6382506c2026a,M. Zhou,,143849609,3,
198,af7a442723b5c1a0becc1bd496b6382506c2026a,Ge Xu,,144689945,4,
199,af7a442723b5c1a0becc1bd496b6382506c2026a,Houfeng Wang,,1781885,5,
200,e6cc7a2f89003848391d35f2c9455a3b3ed63cba,C. Grindle,,31819075,0,
201,e6cc7a2f89003848391d35f2c9455a3b3ed63cba,R. Hastings,,1891230,1,
202,e6cc7a2f89003848391d35f2c9455a3b3ed63cba,M. Saville,,34445922,2,
203,e6cc7a2f89003848391d35f2c9455a3b3ed63cba,J. Hughes,,145774738,3,
204,e6cc7a2f89003848391d35f2c9455a3b3ed63cba,K. Huxley,,8233651,4,
205,e6cc7a2f89003848391d35f2c9455a3b3ed63cba,H. Kovshoff,,6170971,5,
206,e6cc7a2f89003848391d35f2c9455a3b3ed63cba,G. Griffith,,40179591,6,
207,e6cc7a2f89003848391d35f2c9455a3b3ed63cba,E. Walker-jones,,1431096069,7,
208,e6cc7a2f89003848391d35f2c9455a3b3ed63cba,Katherine Devonshire,,13038609,8,
209,e6cc7a2f89003848391d35f2c9455a3b3ed63cba,B. Remington,,145905258,9,
210,6586832314622af008c217a20a27bae9dc8d85fc,Marco Dinarelli,,3003979,0,
211,6586832314622af008c217a20a27bae9dc8d85fc,Alessandro Moschitti,"Amazon, University of Trento",1719404,1,Academic
212,6586832314622af008c217a20a27bae9dc8d85fc,G. Riccardi,,1719162,2,
213,965657a5ea3226dff8993d00ccd2aa308e19b209,Michael Flor,,144199707,0,
214,279cc1ff7d20726bdb45839f6d71d096bd9c5b24,A. Mousa,,2169682,0,
215,279cc1ff7d20726bdb45839f6d71d096bd9c5b24,R. Schlüter,,144490010,1,
216,279cc1ff7d20726bdb45839f6d71d096bd9c5b24,H. Ney,,145322333,2,
217,5b39e340fc9bcb04f767b68dda09540f2ef3b847,P. Gärdenfors,,2412562,0,
218,5b39e340fc9bcb04f767b68dda09540f2ef3b847,M. Warglien,,2210986,1,
219,0b709a354acfe5e90d8f5bb564c414ae547efdc8,R. Pfeiffer,,20760893,0,
220,0b709a354acfe5e90d8f5bb564c414ae547efdc8,A. Wasowski,,1723400,1,
221,cac832b9c5324d43b7563757fd6927943323088e,Rui Xia,,144304984,0,
222,cac832b9c5324d43b7563757fd6927943323088e,Yang Liu,,1614038854,1,
223,85e237938e743c8b9d102a6539a1dff9f83ed793,W. Terkaj,,1762148,0,
224,85e237938e743c8b9d102a6539a1dff9f83ed793,G. Pedrielli,,2669215,1,
225,85e237938e743c8b9d102a6539a1dff9f83ed793,M. Sacco,,143881136,2,
226,00b045b8aa1fc6bd39eecb2ae7286d4d6d42bef4,Timo Kehrer,,1795801,0,
227,00b045b8aa1fc6bd39eecb2ae7286d4d6d42bef4,U. Kelter,,1771355,1,
228,00b045b8aa1fc6bd39eecb2ae7286d4d6d42bef4,Pit Pietsch,,25383810,2,
229,00b045b8aa1fc6bd39eecb2ae7286d4d6d42bef4,M. Schmidt,,38507551,3,
230,2574b10d00f1206b1767695153bea269b6f6c89d,A. Finch,,2987548,0,
231,2574b10d00f1206b1767695153bea269b6f6c89d,Paul R. Dixon,,37182357,1,
232,2574b10d00f1206b1767695153bea269b6f6c89d,E. Sumita,,1698363,2,
233,db2cffd3a09b1fe226b416b61080d13e4bf16e07,P. Jyothi,,144859542,0,
234,db2cffd3a09b1fe226b416b61080d13e4bf16e07,Leif M. Johnson,,50514564,1,
235,db2cffd3a09b1fe226b416b61080d13e4bf16e07,Ciprian Chelba,,1802969,2,
236,db2cffd3a09b1fe226b416b61080d13e4bf16e07,B. Strope,,2704071,3,
237,fcb1cc5782516fae6310117f28ed1448216590df,A. Sbîrlea,,3276287,0,
238,fcb1cc5782516fae6310117f28ed1448216590df,Yi Zou,,144844216,1,
239,fcb1cc5782516fae6310117f28ed1448216590df,Zoran Budimlic,,1796796,2,
240,fcb1cc5782516fae6310117f28ed1448216590df,J. Cong,,2259796,3,
241,fcb1cc5782516fae6310117f28ed1448216590df,Vivek Sarkar,,1728219,4,
242,a3f63d2dffad64e5ab293a7de5e1bca1d73e8d16,Mehdi Soufifar,,3246979,0,
243,a3f63d2dffad64e5ab293a7de5e1bca1d73e8d16,Sandro Cumani,,1758345,1,
244,a3f63d2dffad64e5ab293a7de5e1bca1d73e8d16,L. Burget,,1816892,2,
245,a3f63d2dffad64e5ab293a7de5e1bca1d73e8d16,J. Černocký,,1899242,3,
246,f3f17c81340fb6dc225592711a16b895cf45d4e3,S. Yıldırım,,2237039,0,
247,f3f17c81340fb6dc225592711a16b895cf45d4e3,Tuğba Yıldız,,144268399,1,
248,21adebc7fbee52ace9ecbb0077bc8aecd0911ee2,P. Gupta,,2107226179,0,
249,5a5a2c036183629a534df242a2a7bfe7cb2dd0d3,Adeel Asghar,,40402686,0,
250,5a5a2c036183629a534df242a2a7bfe7cb2dd0d3,A. Pop,,145623248,1,
251,5a5a2c036183629a534df242a2a7bfe7cb2dd0d3,Martin Sjölund,,2366512,2,
252,5a5a2c036183629a534df242a2a7bfe7cb2dd0d3,P. Fritzson,,1733221,3,
253,16bfd5f8010b2a3a065ea9c47f9826e34c318fd0,Feng Liang,,2053834794,0,
254,16bfd5f8010b2a3a065ea9c47f9826e34c318fd0,Haoming Guo,,1731045,1,
255,16bfd5f8010b2a3a065ea9c47f9826e34c318fd0,Shengwei Yi,,35123900,2,
256,16bfd5f8010b2a3a065ea9c47f9826e34c318fd0,Shilong Ma,,143776447,3,
257,6e39ad2c9c30f8ee97d3165f87fe17fb4a061439,Thomas Müller,Symanto,40150608,0,Undetermined
258,6e39ad2c9c30f8ee97d3165f87fe17fb4a061439,Hinrich Schütze,,144418438,1,
259,6e39ad2c9c30f8ee97d3165f87fe17fb4a061439,Helmut Schmid,,40360495,2,
260,1569f93600087feab29a588f3e05c56b2a0b419a,Dar-Shyang Lee,,24344368,0,
261,1569f93600087feab29a588f3e05c56b2a0b419a,Raymond W. Smith,,2108985360,1,
262,283604e389d75710ecfef079966a18e0ccf885c0,J. Hartig,,1838059,0,
263,283604e389d75710ecfef079966a18e0ccf885c0,Andreas Frey,,2253099,1,
264,283604e389d75710ecfef079966a18e0ccf885c0,G. Nold,,52312420,2,
265,283604e389d75710ecfef079966a18e0ccf885c0,E. Klieme,,2301889,3,
266,b2966c7c279cc8c66b9ec53167ecd3b858e15b36,A. Mousa,,2169682,0,
267,b2966c7c279cc8c66b9ec53167ecd3b858e15b36,M. Shaik,,143921843,1,
268,b2966c7c279cc8c66b9ec53167ecd3b858e15b36,R. Schlüter,,144490010,2,
269,b2966c7c279cc8c66b9ec53167ecd3b858e15b36,H. Ney,,145322333,3,
270,f2f72cfb48d15d4d2bd1e91a92e7f3ac8635d433,Antoine Bordes,,1713934,0,
271,f2f72cfb48d15d4d2bd1e91a92e7f3ac8635d433,Xavier Glorot,,3119801,1,
272,f2f72cfb48d15d4d2bd1e91a92e7f3ac8635d433,J. Weston,,145183709,2,
273,f2f72cfb48d15d4d2bd1e91a92e7f3ac8635d433,Yoshua Bengio,,1751762,3,
274,27e99a9db4f43ceb4d500db302490244ce2cc4ad,D. Gow,,35088862,0,
275,27e99a9db4f43ceb4d500db302490244ce2cc4ad,D. Caplan,,144763419,1,
276,0e2c30c84734bd503d66c580289e507cdfadf38c,Flammie A. Pirinen,UiT Norges arktiske universitet,1823491,0,Academic
277,0e2c30c84734bd503d66c580289e507cdfadf38c,S. Hardwick,,39023057,1,
278,ff978cce89bdf3ccb1ebea2a476424aedf18c8dc,Derya Susman,,1906074,0,
279,ff978cce89bdf3ccb1ebea2a476424aedf18c8dc,Selçuk Köprü,,2219688,1,
280,ff978cce89bdf3ccb1ebea2a476424aedf18c8dc,A. Yazıcı,,144502489,2,
281,e66f8cc1f9df5cc0eb294e4c9234f4c4b5ec17d9,E. M. D. Novais,,2760733,0,
282,e66f8cc1f9df5cc0eb294e4c9234f4c4b5ec17d9,Ivandré Paraboni,,3249499,1,
283,e66f8cc1f9df5cc0eb294e4c9234f4c4b5ec17d9,Douglas Silva,,144433252,2,
284,9d0dc5c99226184c7b80a0dd0b9a65b4a129e522,Ning Liu,,2152354313,0,
285,9d0dc5c99226184c7b80a0dd0b9a65b4a129e522,Jason Cope,,3752337,1,
286,9d0dc5c99226184c7b80a0dd0b9a65b4a129e522,P. Carns,,2797656,2,
287,9d0dc5c99226184c7b80a0dd0b9a65b4a129e522,C. Carothers,,1759102,3,
288,9d0dc5c99226184c7b80a0dd0b9a65b4a129e522,R. Ross,,145311475,4,
289,9d0dc5c99226184c7b80a0dd0b9a65b4a129e522,G. Grider,,1970590,5,
290,9d0dc5c99226184c7b80a0dd0b9a65b4a129e522,A. Crume,,2581298,6,
291,9d0dc5c99226184c7b80a0dd0b9a65b4a129e522,C. Maltzahn,,3198700,7,
292,ac794f9a291cfd4635ebf6679e837a335f345543,S. Sundaram,,2000307852,0,
293,ac794f9a291cfd4635ebf6679e837a335f345543,K. Urala,,3415261,1,
294,ac794f9a291cfd4635ebf6679e837a335f345543,A. Ramakrishnan,,145677714,2,
295,f989e2daf81937b4111f5ad79f785c5d996a8098,A. Rastrow,,3070896,0,
296,f989e2daf81937b4111f5ad79f785c5d996a8098,Mark Dredze,Johns Hopkins University,1782853,1,Academic
297,f989e2daf81937b4111f5ad79f785c5d996a8098,S. Khudanpur,,2803071,2,
298,c8c9556d0e5e79f9e44139b64b77b5d2724ad60c,J. Nouza,,1746510,0,
299,c8c9556d0e5e79f9e44139b64b77b5d2724ad60c,P. Cerva,,1701230,1,
300,c8c9556d0e5e79f9e44139b64b77b5d2724ad60c,J. Zdánský,,1690764,2,
